,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
212,kaggle PANDA competition video 4 CNN model - Image patch creation,Nenhuma visualização,Publicado em 24 de mai. de 2020,Pessoas e blogs,kaggle PANDA competition video 4 CNN model - Image patch creation,"Blue Led













Carregando...
    







        Cancelar inscrição de Blue Led?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição37 











Carregando...
    









Carregando...
    













        Processando...","Nenhuma visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rYoRhIuke-U/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,,/channel/UCALSrYZE_JHyTW7P_h2MKXg
213,Learning Data Science - 3 | Predicting Values using Logistic Regression in Data Science,640 visualizações,Stream ao vivo realizado há 23 horas,Educação,"#LogisticRegression #PredIctingValuesUsingLogisticRegression #MachineLearningAlgorithms



    Learning Data Science - 3 | Predicting Values using Logistic Regression in Data Science","Intellipaat













Carregando...
    







        Cancelar inscrição de Intellipaat?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição535 mil 











Carregando...
    









Carregando...
    













        Processando...","640 visualizações







15

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



16


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/rp-UKldinI0/maxresdefault.jpg,1280.0,720.0,👉Intellipaat Data Science course: https://intellipaat.com/data-scientist-course-training/ 🔴 Register for Webinar: https://intellipaat.com/academy/webinars/ #...,1280.0,720.0,intellipaat,/channel/UCCktnahuRFYIBtNnKT5IYyg
214,How to Launch a Kaggle In-Class Data Science Competition,443 visualizações,Publicado em 18 de mar. de 2020,Ciência e tecnologia,How to Launch a Kaggle In-Class Data Science Competition,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição32,4 mil 











Carregando...
    









Carregando...
    













        Processando...","443 visualizações







14

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



15


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rtzUHuGOZ7o/maxresdefault.jpg,1280.0,720.0,"Kaggle allows you to see a Kaggle competition from the host's perspective using Kaggle-in-Class. Every semester, I give my students a new Kaggle in-class com...",1280.0,720.0,jeff heaton,/channel/UCR1-GEpyOPzT2AO4D_eifdw
215,GRÁFICOS Realistas com DEEP LEARNING | Diário de Pesquisa #9,1.495 visualizações,Publicado em 21 de mai. de 2020,Ciência e tecnologia,"#Games #GráficosRealistas #Battlefiled



    GRÁFICOS Realistas com DEEP LEARNING | Diário de Pesquisa #9","Programação Dinâmica













Carregando...
    







        Cancelar inscrição de Programação Dinâmica?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição23 mil 











Carregando...
    









Carregando...
    













        Processando...","1.495 visualizações







198

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



199


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rwQHRZUn68E/maxresdefault.jpg,1280.0,720.0,"Apoie o nosso trabalho e nos ajude a manter a qualidade da produção de conteúdo: https://apoia.se/programacaodinamica Neste Diário de Pesquisa, conversamos u...",1280.0,720.0,gráficos realistas,/channel/UC70mr11REaCqgKke7DPJoLg
216,Natural Language Processing Project Part 3 | Machine Learning | Intellify,9 visualizações,Publicado em 22 de mai. de 2020,Educação,"#intellify #machinelearning #programming



    Natural Language Processing Project Part 3 | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","9 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/rzsVJRs27_k/maxresdefault.jpg,1280.0,720.0,Have you heard about the concept of tokenization and stemming ? Do you want to know about these concepts and how can we apply them using python code? To assi...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
217,Session-6 Instructor Led Live Training-Machine Learning with Python| Learn Machine Learning for free,362 visualizações,Transmitido ao vivo em 26 de mai. de 2020,Educação,"#goeduhub #MachineLearning #PythonOnlineTraining



    Session-6 Instructor Led Live Training-Machine Learning with Python| Learn Machine Learning for free","Goeduhub Technologies













Carregando...
    







        Cancelar inscrição de Goeduhub Technologies?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,1 mil 











Carregando...
    









Carregando...
    













        Processando...","362 visualizações







30

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



31


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/s3VPhneY2a0/maxresdefault.jpg,1280.0,720.0,Online Instructor Led Live Training - Machine Learning with Python | Learn Machine Learning for free @ https://bit.ly/2ZtFs9H Reference Lectures for this ses...,1280.0,720.0,,/channel/UCcNK2inC6a59kBd_6EpVSjw
218,@Laura_E_Edell #COVID19 dataset #analysis by #Kaggle Part 1 (#Annielytics aka #Data-Science-Diva),2.197 visualizações,Publicado em 20 de mar. de 2020,Ciência e tecnologia,"Mint Hill



    @Laura_E_Edell #COVID19 dataset #analysis by #Kaggle Part 1 (#Annielytics aka #Data-Science-Diva)","Data Science Diva













Carregando...
    







        Cancelar inscrição de Data Science Diva?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,08 mil 











Carregando...
    









Carregando...
    













        Processando...","2.197 visualizações







245

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



246


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/sxoA7zviiqQ/maxresdefault.jpg,1280.0,720.0,Walking you through my #Kaggle kernel analyzing #Coronavirus #COVID19 using datasets cleansed during the live stream in #Python3 https://www.kaggle.com/laura...,960.0,720.0,#Jupyter,/channel/UCXy8pcmc6v2ShEYJshZWEDA
219,Deep Learning Workshop Day-8,1 visualização,Publicado em 26 de mai. de 2020,Educação,"#DeepLearning #Workshop #IIT_Roorkee



    Deep Learning Workshop Day-8","Shankar Aggarwal













Carregando...
    







        Cancelar inscrição de Shankar Aggarwal?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição12,1 mil 











Carregando...
    









Carregando...
    













        Processando...","1 visualização







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/t1d_if_yA2k/hqdefault.jpg,480.0,360.0,Online Workshop on Deep Learning: Day 8 #DeepLearning #Workshop #IIT_Roorkee Dataset & Links: https://archive.ics.uci.edu/ml/machine-learning-databases/auto-...,1280.0,720.0,day 8,/channel/UCyw10-cozVii_UreSWW1HYw
220,Minicurso de Introdução à Machine Learning e Inteligência Artificial - NLP,82 visualizações,Estreou em 25 de mai. de 2020,Ciência e tecnologia,Minicurso de Introdução à Machine Learning e Inteligência Artificial - NLP,"Diego Nogare













Carregando...
    







        Cancelar inscrição de Diego Nogare?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,07 mil 











Carregando...
    









Carregando...
    













        Processando...","82 visualizações







15

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



16


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/t8KFdTu7_58/maxresdefault.jpg,1280.0,720.0,"Minicurso de Introdução à Machine Learning e Inteligência Artificial, composto por 13 aulas, é uma iniciativa gratuita e voluntária entre pessoas. Todos nós ...",1280.0,720.0,inteligência artificial,/channel/UCtjb-k1uREGXpG2Ky_vvl-g
221,[Kaggle] Run with high-performance and free,160 visualizações,Publicado em 8 de mar. de 2020,Guias e Estilo,"#Kaggle



    [Kaggle] Run with high-performance and free","nejimakijima













Carregando...
    







        Cancelar inscrição de nejimakijima?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição14,6 mil 











Carregando...
    









Carregando...
    













        Processando...","160 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/tvzWEXZFSSA/maxresdefault.jpg,1280.0,720.0,[Kaggle] https://www.kaggle.com/ [Real or Not? NLP with Disaster Tweets] https://www.kaggle.com/c/nlp-getting-started #Kaggle,1280.0,720.0,Kaggle,/channel/UCkUh0SA0g1zVeweiYi0ULmg
222,Free Python Course with Certificate | Python for Data Science & Machine Learning | Register Now,563 visualizações,Publicado em 25 de mai. de 2020,Educação,Free Python Course with Certificate | Python for Data Science & Machine Learning | Register Now,"Freshers Camp













Carregando...
    







        Cancelar inscrição de Freshers Camp?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","563 visualizações







16

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



17


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/u-zcTfFaidw/maxresdefault.jpg,1280.0,720.0,Free Python Course with Certificate | Python for Data Science & Machine Learning | Register Now Apply Link : https://fresherscamp.com/free-python-required-fo...,1280.0,720.0,python training course,/channel/UCsDTeAXQ_WJ6_rAMT5iKwKg
223,How To Choose the Right Data Science Program For Your Career,2 visualizações,Publicado em 26 de mai. de 2020,Educação,How To Choose the Right Data Science Program For Your Career,"Greycampus













Carregando...
    







        Cancelar inscrição de Greycampus?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,61 mil 











Carregando...
    









Carregando...
    













        Processando...","2 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/u9P4UQe9MD4/maxresdefault.jpg,1280.0,720.0,"There are hundreds of data science courses in the market today and selecting the right one can be intimidating! During this one-hour webinar, Joe San Pietro ...",1280.0,720.0,data science training,/channel/UCilxNaOLlATLUwtLuFq-Xqw
